contrast1,contrast2,answer
0.20000000000000001,0.29999999999999999,2
0.01,0.29999999999999999,2
0.10000000000000001,0.29999999999999999,2
0.90000000000000002,0.29999999999999999,1
0.29999999999999999,0.29999999999999999,2
0.10000000000000001,0.29999999999999999,2
0.59999999999999998,0.29999999999999999,1
0.01,0.29999999999999999,2
0.20000000000000001,0.29999999999999999,2
0.65000000000000002,0.29999999999999999,1
0.59999999999999998,0.29999999999999999,1
0.69999999999999996,0.29999999999999999,1
0.20000000000000001,0.29999999999999999,2
0.65000000000000002,0.29999999999999999,1
0.65000000000000002,0.29999999999999999,1
0.10000000000000001,0.29999999999999999,1
0.59999999999999998,0.29999999999999999,1
0.90000000000000002,0.29999999999999999,1
0.29999999999999999,0.29999999999999999,2
0.69999999999999996,0.29999999999999999,1
0.40000000000000002,0.29999999999999999,1
0.20000000000000001,0.29999999999999999,2
0.69999999999999996,0.29999999999999999,1
0.01,0.29999999999999999,2
0.20000000000000001,0.29999999999999999,2
0.5,0.29999999999999999,2
